time,x,y,z,yaw,time,x,y,z,error_x,error_y,error_z,error_longitudinal,error_lateral,new_error_x,new_error_y,new_longitudinal_error,new_error_lateral
163645088.904848,-25956.61296,-93072.73882,-5.0747,1.9932,163645088.904847,-25956.65625,-93072.6015625,-5.14776945114,-0.043290000001434,0.137257499998668,-0.07306945114,0.103152717376821,0.100365144865069,-0.043290000001434,0.137257499998668,0.142940324496988,0.057231986971121
163645089.003848,-25957.29604,-93071.21819,-5.11504,1.9928,163645089.003847,-25957.3339844,-93071.109375,-5.18642234802,-0.037944399999105,0.108814999999595,-0.07138234802,0.078229416395023,0.084620565625019,-0.037944399999105,0.108814999999595,0.114810284882084,0.050157156292754
163645089.104848,-25957.97839,-93069.69724,-5.15879,1.99228,,,,,,,,,,,,,
163645089.203848,-25958.66003,-93068.17596,-5.20609,1.99189,163645089.203847,-25958.6914062,-93068.0703125,-5.27399015427,-0.031376200000523,0.105647499993211,-0.06790015427,0.074382232978487,0.081321237068938,-0.031376200000523,0.105647499993211,0.109243690723094,0.041460550451284
163645089.303847,-25959.34127,-93066.65453,-5.2524,1.99173,163645089.303847,-25959.3671875,-93066.546875,-5.32377243042,-0.025917499999196,0.107654999999795,-0.07137243042,0.078199729025557,0.078397182420631,-0.025917499999196,0.107654999999795,0.108847783447535,0.034245327407507
163645089.404847,-25960.02235,-93065.13301,-5.29564,1.99164,163645089.404847,-25960.0449219,-93065.03125,-5.36603689194,-0.022571900000912,0.101760000005015,-0.070396891940001,0.074550570432013,0.072847791448563,-0.022571900000912,0.101760000005015,0.102102203507186,0.029823692937344
163645089.503847,-25960.70324,-93063.6114,-5.33838,1.99147,163645089.503847,-25960.7226562,-93063.515625,-5.41007661819,-0.019416200000705,0.095774999994319,-0.07169661819,0.070474031388487,0.067699707135509,-0.019416200000706,0.095774999994319,0.095353864351395,0.025652479956895
163645089.604847,-25961.38393,-93062.08971,-5.38341,1.99144,163645089.604847,-25961.3984375,-93062,-5.45620727539,-0.014507500000036,0.089710000000196,-0.07279727539,0.067878299861086,0.060422579093039,-0.014507500000036,0.089710000000196,0.087813756232521,0.019166937406864
163645089.703847,-25962.06496,-93060.56816,-5.43041,1.99189,163645089.703847,-25962.0742188,-93060.46875,-5.50298547745,-0.00925880000068,0.09940999999526,-0.07257547745,0.080431157074654,0.059151521097453,-0.00925880000068,0.09940999999526,0.09451040097577,0.012234590056799
163645089.802847,-25962.74689,-93059.04703,-5.47509,1.99249,163645089.802846,-25962.7558594,-93058.9453125,-5.54661750793,-0.008969400001661,0.101717500001541,-0.07152750793,0.08457457984347,0.057219230921552,-0.008969400001661,0.101717500001541,0.096477975990216,0.011854886117894
